OBJECTNUMMER;Straatvaknummer;Loopruimte;Walkability_algemeen;Drukte_algemeen;Walkability_recreatief;Drukte_recreatief;Walkability_toeristisch;Drukte_toeristisch;Walkability_werkgerelateerd;Drukte_werkgerelateerd;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
789;789;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.875979 52.361978,4.875831 52.362158,4.875506 52.36264)";"LINESTRING(52.361978 4.875979,52.362158 4.875831,52.36264 4.875506)";4.8757425;52.362309;
790;790;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.915895 52.35934,4.915979 52.359339,4.916025 52.359389)";"LINESTRING(52.35934 4.915895,52.359339 4.915979,52.359389 4.916025)";4.91596;52.359364;
791;791;"krap";"matig";"druk";"goed";"zeer rustig";"goed";"zeer rustig";"slecht";"zeer druk";"LINESTRING(4.917844 52.368504,4.918715 52.368212,4.919132 52.368052,4.91914 52.36803)";"LINESTRING(52.368504 4.917844,52.368212 4.918715,52.368052 4.919132,52.36803 4.91914)";4.918492;52.368267;
792;792;"ruim";"goed";"druk";"goed";"rustig";"goed";"druk";"matig";"zeer druk";"LINESTRING(4.873409 52.339798,4.873378 52.339816,4.873375 52.339848,4.873402 52.339866,4.87345 52.339867,4.873502 52.339902)";"LINESTRING(52.339798 4.873409,52.339816 4.873378,52.339848 4.873375,52.339866 4.873402,52.339867 4.87345,52.339902 4.873502)";4.8734385;52.33985;
793;793;"krap";"goed";"rustig";"goed";"rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.882193 52.376659,4.883986 52.37704,4.884006 52.377056)";"LINESTRING(52.376659 4.882193,52.37704 4.883986,52.377056 4.884006)";4.8830995;52.3768575;
794;794;"krap";"matig";"druk";"goed";"rustig";"goed";"rustig";"slecht";"zeer druk";"LINESTRING(4.903776 52.37186,4.903842 52.371859,4.90431 52.371584)";"LINESTRING(52.37186 4.903776,52.371859 4.903842,52.371584 4.90431)";4.904043;52.371722;
795;795;"krap";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"LINESTRING(4.896443 52.359236,4.89691 52.359208,4.897249 52.359207)";"LINESTRING(52.359236 4.896443,52.359208 4.89691,52.359207 4.897249)";4.896846;52.3592215;
796;796;"ruim";"matig";"zeer druk";"matig";"zeer druk";"goed";"rustig";"goed";"rustig";"LINESTRING(4.890997 52.353507,4.890979 52.353513)";"LINESTRING(52.353507 4.890997,52.353513 4.890979)";4.890988;52.35351;
797;797;"ruim";"goed";"rustig";"goed";"rustig";"goed";"druk";"goed";"druk";"LINESTRING(4.895142 52.382553,4.895212 52.382563,4.895316 52.382518,4.896051 52.382022,4.896184 52.381896)";"LINESTRING(52.382553 4.895142,52.382563 4.895212,52.382518 4.895316,52.382022 4.896051,52.381896 4.896184)";4.895663;52.3822295;
798;798;"ruim";"matig";"druk";"matig";"druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"LINESTRING(4.879703 52.37964,4.879721 52.379668,4.879765 52.37968)";"LINESTRING(52.37964 4.879703,52.379668 4.879721,52.37968 4.879765)";4.879734;52.37966;
799;799;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.855731 52.342971,4.855693 52.343087,4.855744 52.343209)";"LINESTRING(52.342971 4.855731,52.343087 4.855693,52.343209 4.855744)";4.8557185;52.34309;
800;800;"krap";"matig";"rustig";"matig";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.887363 52.373047,4.887381 52.373232,4.887361 52.37327)";"LINESTRING(52.373047 4.887363,52.373232 4.887381,52.37327 4.887361)";4.887371;52.3731585;
801;801;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.88606 52.365782,4.886067 52.365822,4.886127 52.365859)";"LINESTRING(52.365782 4.88606,52.365822 4.886067,52.365859 4.886127)";4.8860935;52.3658205;
802;802;"zeer krap";"goed";"zeer rustig";"goed";"zeer rustig";"matig";"rustig";"matig";"rustig";"LINESTRING(4.879123 52.367875,4.879197 52.36776)";"LINESTRING(52.367875 4.879123,52.36776 4.879197)";4.87916;52.3678175;
803;803;"zeer krap";"slecht";"druk";"slecht";"druk";"slecht";"druk";"slecht";"druk";"LINESTRING(4.888771 52.361212,4.888783 52.36129,4.88886 52.361449)";"LINESTRING(52.361212 4.888771,52.36129 4.888783,52.361449 4.88886)";4.8888155;52.3613305;
804;804;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.893552 52.371161,4.893618 52.370825)";"LINESTRING(52.371161 4.893552,52.370825 4.893618)";4.893585;52.370993;
805;805;"krap";"goed";"rustig";"goed";"rustig";"goed";"rustig";"matig";"druk";"LINESTRING(4.903972 52.35796,4.903949 52.357936,4.903574 52.35783,4.902327 52.357478,4.902283 52.357481)";"LINESTRING(52.35796 4.903972,52.357936 4.903949,52.35783 4.903574,52.357478 4.902327,52.357481 4.902283)";4.9031275;52.357719;
806;806;"zeer ruim";"goed";"druk";"goed";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.874772 52.38649,4.874773 52.386543)";"LINESTRING(52.38649 4.874772,52.386543 4.874773)";4.8747725;52.3865165;
807;807;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.856471 52.351674,4.856486 52.35164)";"LINESTRING(52.351674 4.856471,52.35164 4.856486)";4.8564785;52.351657;
808;808;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.888556 52.355217,4.888556 52.355217)";"LINESTRING(52.355217 4.888556,52.355217 4.888556)";4.888556;52.355217;
809;809;"ruim";"goed";"rustig";"goed";"rustig";"matig";"druk";"goed";"rustig";"LINESTRING(4.902209 52.362516,4.902189 52.362488,4.902217 52.362459,4.902251 52.362483,4.902209 52.362516)";"LINESTRING(52.362516 4.902209,52.362488 4.902189,52.362459 4.902217,52.362483 4.902251,52.362516 4.902209)";4.90222;52.3624875;
810;810;"ruim";"matig";"zeer druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.887139 52.382832,4.887139 52.382832)";"LINESTRING(52.382832 4.887139,52.382832 4.887139)";4.887139;52.382832;
811;811;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.857297 52.350405,4.857358 52.350321,4.857362 52.350281,4.857412 52.35024,4.857418 52.350195,4.857481 52.350174,4.8575 52.350151,4.857485 52.350139)";"LINESTRING(52.350405 4.857297,52.350321 4.857358,52.350281 4.857362,52.35024 4.857412,52.350195 4.857418,52.350174 4.857481,52.350151 4.8575,52.350139 4.857485)";4.8573985;52.350272;
812;812;"ruim";"matig";"zeer druk";"goed";"rustig";"matig";"druk";"matig";"zeer druk";"LINESTRING(4.847605 52.378092,4.84744 52.378046)";"LINESTRING(52.378092 4.847605,52.378046 4.84744)";4.8475225;52.378069;
813;813;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.915775 52.359045,4.915835 52.359086,4.915931 52.359074)";"LINESTRING(52.359045 4.915775,52.359086 4.915835,52.359074 4.915931)";4.915853;52.3590655;
814;814;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.916837 52.360077,4.917044 52.359888)";"LINESTRING(52.360077 4.916837,52.359888 4.917044)";4.9169405;52.3599825;
815;815;"krap";"goed";"rustig";"goed";"rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.908968 52.366146,4.908745 52.36624,4.908597 52.366279)";"LINESTRING(52.366146 4.908968,52.36624 4.908745,52.366279 4.908597)";4.9087825;52.3662125;
816;816;"ruim";"matig";"druk";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.90052 52.373108,4.900574 52.373202,4.900602 52.373211,4.90096 52.373151,4.900974 52.373135,4.900953 52.37306)";"LINESTRING(52.373108 4.90052,52.373202 4.900574,52.373211 4.900602,52.373151 4.90096,52.373135 4.900974,52.37306 4.900953)";4.900747;52.3731355;
817;817;"krap";"goed";"zeer rustig";"goed";"rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.887024 52.355759,4.887049 52.355773,4.887112 52.355774)";"LINESTRING(52.355759 4.887024,52.355773 4.887049,52.355774 4.887112)";4.887068;52.3557665;
818;818;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"goed";"druk";"goed";"druk";"LINESTRING(4.924656 52.360093,4.924572 52.360032,4.924445 52.359985,4.924156 52.359929,4.92396 52.359939,4.923686 52.359989,4.923601 52.360019)";"LINESTRING(52.360093 4.924656,52.360032 4.924572,52.359985 4.924445,52.359929 4.924156,52.359939 4.92396,52.359989 4.923686,52.360019 4.923601)";4.9241285;52.360011;
819;819;"ruim";"goed";"rustig";"matig";"druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.885545 52.344373,4.88548 52.344359,4.88545 52.344372,4.885449 52.344394)";"LINESTRING(52.344373 4.885545,52.344359 4.88548,52.344372 4.88545,52.344394 4.885449)";4.885497;52.3443765;
820;820;"krap";"slecht";"zeer druk";"goed";"zeer rustig";"goed";"zeer rustig";"slecht";"zeer druk";"LINESTRING(4.908775 52.375735,4.908806 52.375444)";"LINESTRING(52.375735 4.908775,52.375444 4.908806)";4.9087905;52.3755895;
821;821;"zeer krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.902267 52.377007,4.90251 52.377202,4.902492 52.377318)";"LINESTRING(52.377007 4.902267,52.377202 4.90251,52.377318 4.902492)";4.9023885;52.3771625;
822;822;"zeer ruim";"goed";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"rustig";"goed";"zeer druk";"LINESTRING(4.908178 52.366981,4.9082 52.366984)";"LINESTRING(52.366981 4.908178,52.366984 4.9082)";4.908189;52.3669825;
823;823;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.910377 52.376562,4.910422 52.376614)";"LINESTRING(52.376562 4.910377,52.376614 4.910422)";4.9103995;52.376588;
824;824;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"LINESTRING(4.892587 52.356617,4.89257 52.356626)";"LINESTRING(52.356617 4.892587,52.356626 4.89257)";4.8925785;52.3566215;
825;825;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"LINESTRING(4.893282 52.369381,4.893298 52.369371)";"LINESTRING(52.369381 4.893282,52.369371 4.893298)";4.89329;52.369376;
826;826;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.917706 52.357335,4.917697 52.357327)";"LINESTRING(52.357335 4.917706,52.357327 4.917697)";4.9177015;52.357331;
827;827;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.89599 52.364575,4.896019 52.364551,4.896023 52.364513)";"LINESTRING(52.364575 4.89599,52.364551 4.896019,52.364513 4.896023)";4.8960065;52.364544;
828;828;"ruim";"goed";"rustig";"goed";"rustig";"goed";"rustig";"matig";"druk";"LINESTRING(4.878394 52.372063,4.878456 52.371962,4.878446 52.37192,4.878501 52.371856,4.878544 52.371844,4.87897 52.371952)";"LINESTRING(52.372063 4.878394,52.371962 4.878456,52.37192 4.878446,52.371856 4.878501,52.371844 4.878544,52.371952 4.87897)";4.878682;52.3719535;
829;829;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.890113 52.359379,4.890153 52.359488)";"LINESTRING(52.359379 4.890113,52.359488 4.890153)";4.890133;52.3594335;
830;830;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.855231 52.37102,4.855238 52.371026)";"LINESTRING(52.37102 4.855231,52.371026 4.855238)";4.8552345;52.371023;
831;831;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.874892 52.387087,4.874867 52.387071,4.874466 52.387063,4.874087 52.386925,4.873538 52.386753,4.87279 52.386659,4.872417 52.386502,4.872435 52.38647)";"LINESTRING(52.387087 4.874892,52.387071 4.874867,52.387063 4.874466,52.386925 4.874087,52.386753 4.873538,52.386659 4.87279,52.386502 4.872417,52.38647 4.872435)";4.8736545;52.3867785;
832;832;"zeer ruim";"goed";"druk";"goed";"druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.894014 52.37292,4.894262 52.372934,4.894315 52.372907,4.894411 52.372911)";"LINESTRING(52.37292 4.894014,52.372934 4.894262,52.372907 4.894315,52.372911 4.894411)";4.8942125;52.3729205;
833;833;"ruim";"matig";"druk";"goed";"rustig";"goed";"rustig";"matig";"zeer druk";"LINESTRING(4.905458 52.372091,4.90544 52.372119,4.905224 52.372247,4.904209 52.3728)";"LINESTRING(52.372091 4.905458,52.372119 4.90544,52.372247 4.905224,52.3728 4.904209)";4.9048335;52.3724455;
834;834;"ruim";"goed";"druk";"matig";"zeer druk";"goed";"rustig";"goed";"rustig";"LINESTRING(4.84979 52.378894,4.849523 52.378845)";"LINESTRING(52.378894 4.84979,52.378845 4.849523)";4.8496565;52.3788695;
835;835;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.884197 52.384421,4.884176 52.384456,4.884087 52.384475)";"LINESTRING(52.384421 4.884197,52.384456 4.884176,52.384475 4.884087)";4.884142;52.384448;
836;836;"zeer krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.895886 52.361737,4.895942 52.361731,4.895997 52.361746,4.896143 52.361752,4.896222 52.361713,4.896207 52.361498,4.896167 52.361476,4.89606 52.36147)";"LINESTRING(52.361737 4.895886,52.361731 4.895942,52.361746 4.895997,52.361752 4.896143,52.361713 4.896222,52.361498 4.896207,52.361476 4.896167,52.36147 4.89606)";4.896054;52.361611;
837;837;"zeer krap";"slecht";"zeer druk";"goed";"zeer rustig";"goed";"zeer rustig";"slecht";"zeer druk";"LINESTRING(4.908358 52.369966,4.908358 52.369966)";"LINESTRING(52.369966 4.908358,52.369966 4.908358)";4.908358;52.369966;
838;838;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.901094 52.371823,4.90093 52.372088,4.900813 52.372134)";"LINESTRING(52.371823 4.901094,52.372088 4.90093,52.372134 4.900813)";4.9009535;52.3719785;
839;839;"ruim";"matig";"zeer druk";"matig";"zeer druk";"goed";"druk";"goed";"druk";"LINESTRING(4.877533 52.349071,4.877529 52.349131,4.877593 52.349218,4.877731 52.349319,4.877754 52.349359,4.877892 52.349466,4.877997 52.349578)";"LINESTRING(52.349071 4.877533,52.349131 4.877529,52.349218 4.877593,52.349319 4.877731,52.349359 4.877754,52.349466 4.877892,52.349578 4.877997)";4.877763;52.3493245;
840;840;"ruim";"goed";"rustig";"goed";"druk";"goed";"druk";"goed";"druk";"LINESTRING(4.884087 52.384475,4.883874 52.384385,4.883795 52.384416,4.883793 52.384437,4.883525 52.384578,4.883684 52.3847)";"LINESTRING(52.384475 4.884087,52.384385 4.883874,52.384416 4.883795,52.384437 4.883793,52.384578 4.883525,52.3847 4.883684)";4.883806;52.3845425;
841;841;"krap";"goed";"rustig";"goed";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.886376 52.360931,4.886077 52.360705,4.886033 52.360704)";"LINESTRING(52.360931 4.886376,52.360705 4.886077,52.360704 4.886033)";4.8862045;52.3608175;
842;842;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.886937 52.379659,4.88699 52.379667,4.887055 52.379643)";"LINESTRING(52.379659 4.886937,52.379667 4.88699,52.379643 4.887055)";4.886996;52.379655;
843;843;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.882649 52.379811,4.882649 52.379811)";"LINESTRING(52.379811 4.882649,52.379811 4.882649)";4.882649;52.379811;
844;844;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.908466 52.366939,4.908467 52.36694)";"LINESTRING(52.366939 4.908466,52.36694 4.908467)";4.9084665;52.3669395;
845;845;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"uitstekend";"zeer rustig";"LINESTRING(4.875771 52.355411,4.875788 52.355438)";"LINESTRING(52.355411 4.875771,52.355438 4.875788)";4.8757795;52.3554245;
846;846;"ruim";"matig";"zeer druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.862543 52.374998,4.862486 52.374999)";"LINESTRING(52.374998 4.862543,52.374999 4.862486)";4.8625145;52.3749985;
847;847;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.908713 52.375354,4.909224 52.375221,4.909377 52.375206,4.909807 52.37523)";"LINESTRING(52.375354 4.908713,52.375221 4.909224,52.375206 4.909377,52.37523 4.909807)";4.90926;52.37528;
848;848;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"goed";"druk";"uitstekend";"rustig";"LINESTRING(4.90368 52.358845,4.903728 52.358836,4.903901 52.358871,4.903916 52.35889,4.904007 52.358727)";"LINESTRING(52.358845 4.90368,52.358836 4.903728,52.358871 4.903901,52.35889 4.903916,52.358727 4.904007)";4.9038435;52.3588085;
849;849;"ruim";"goed";"druk";"goed";"druk";"goed";"druk";"goed";"rustig";"LINESTRING(4.92388 52.361733,4.923923 52.361644,4.923897 52.361612)";"LINESTRING(52.361733 4.92388,52.361644 4.923923,52.361612 4.923897)";4.9239015;52.3616725;
850;850;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.898447 52.359438,4.897457 52.359316)";"LINESTRING(52.359438 4.898447,52.359316 4.897457)";4.897952;52.359377;
851;851;"krap";"matig";"druk";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"LINESTRING(4.896347 52.361444,4.896392 52.361464,4.896918 52.361546,4.898948 52.361915)";"LINESTRING(52.361444 4.896347,52.361464 4.896392,52.361546 4.896918,52.361915 4.898948)";4.8976475;52.3616795;
852;852;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"rustig";"goed";"druk";"LINESTRING(4.89919 52.359302,4.899318 52.358961,4.899274 52.358941)";"LINESTRING(52.359302 4.89919,52.358961 4.899318,52.358941 4.899274)";4.899254;52.3591215;
853;853;"ruim";"matig";"druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"matig";"zeer druk";"LINESTRING(4.918563 52.367385,4.918515 52.367396,4.918438 52.367448)";"LINESTRING(52.367385 4.918563,52.367396 4.918515,52.367448 4.918438)";4.9185005;52.3674165;
854;854;"krap";"goed";"rustig";"goed";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.882635 52.365948,4.882091 52.365755,4.882071 52.365744,4.882076 52.365717)";"LINESTRING(52.365948 4.882635,52.365755 4.882091,52.365744 4.882071,52.365717 4.882076)";4.882353;52.3658325;
855;855;"ruim";"goed";"druk";"goed";"rustig";"uitstekend";"zeer rustig";"goed";"druk";"LINESTRING(4.911197 52.37134,4.911106 52.371305,4.910835 52.371141,4.910537 52.370896)";"LINESTRING(52.37134 4.911197,52.371305 4.911106,52.371141 4.910835,52.370896 4.910537)";4.910867;52.371118;
856;856;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"goed";"rustig";"LINESTRING(4.902584 52.364842,4.902565 52.364839)";"LINESTRING(52.364842 4.902584,52.364839 4.902565)";4.9025745;52.3648405;
857;857;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.884453 52.342681,4.884185 52.342687,4.884102 52.342644,4.8841 52.342733,4.884026 52.342818,4.884083 52.342966,4.884109 52.342976)";"LINESTRING(52.342681 4.884453,52.342687 4.884185,52.342644 4.884102,52.342733 4.8841,52.342818 4.884026,52.342966 4.884083,52.342976 4.884109)";4.8842395;52.34281;
858;858;"krap";"matig";"rustig";"matig";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.904219 52.36127,4.904265 52.36127,4.904276 52.361247,4.904239 52.361231)";"LINESTRING(52.36127 4.904219,52.36127 4.904265,52.361247 4.904276,52.361231 4.904239)";4.9042475;52.3612505;
859;859;"krap";"slecht";"zeer druk";"goed";"zeer rustig";"matig";"rustig";"slecht";"zeer druk";"LINESTRING(4.937973 52.373807,4.938095 52.373784)";"LINESTRING(52.373807 4.937973,52.373784 4.938095)";4.938034;52.3737955;
860;860;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.91578 52.359356,4.915744 52.359319)";"LINESTRING(52.359356 4.91578,52.359319 4.915744)";4.915762;52.3593375;
861;861;"ruim";"goed";"rustig";"matig";"druk";"matig";"zeer druk";"matig";"druk";"LINESTRING(4.890386 52.336971,4.89042 52.336973,4.890542 52.337067,4.890552 52.337098,4.890517 52.337116,4.890507 52.337158)";"LINESTRING(52.336971 4.890386,52.336973 4.89042,52.337067 4.890542,52.337098 4.890552,52.337116 4.890517,52.337158 4.890507)";4.890469;52.3370645;
862;862;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.904343 52.376955,4.904256 52.376981,4.904226 52.376963,4.904297 52.37682)";"LINESTRING(52.376955 4.904343,52.376981 4.904256,52.376963 4.904226,52.37682 4.904297)";4.9042845;52.3769005;
863;863;"ruim";"matig";"druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.903088 52.377243,4.903242 52.37723,4.903312 52.377266)";"LINESTRING(52.377243 4.903088,52.37723 4.903242,52.377266 4.903312)";4.9032;52.377248;
864;864;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.907589 52.366586,4.907591 52.366605)";"LINESTRING(52.366586 4.907589,52.366605 4.907591)";4.90759;52.3665955;
865;865;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.874116 52.386232,4.8741 52.386232)";"LINESTRING(52.386232 4.874116,52.386232 4.8741)";4.874108;52.386232;
866;866;"ruim";"goed";"rustig";"goed";"druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.912749 52.364966,4.912781 52.364997,4.912906 52.36502)";"LINESTRING(52.364966 4.912749,52.364997 4.912781,52.36502 4.912906)";4.9128275;52.364993;
867;867;"ruim";"goed";"rustig";"goed";"rustig";"goed";"rustig";"matig";"druk";"LINESTRING(4.895102 52.356573,4.894999 52.35659,4.894859 52.356588,4.894825 52.3566,4.892747 52.356712)";"LINESTRING(52.356573 4.895102,52.35659 4.894999,52.356588 4.894859,52.3566 4.894825,52.356712 4.892747)";4.8939245;52.3566425;
868;868;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.908466 52.366939,4.908492 52.366927)";"LINESTRING(52.366939 4.908466,52.366927 4.908492)";4.908479;52.366933;
869;869;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.882561 52.36368,4.882577 52.363648,4.882686 52.363604,4.883046 52.363316,4.883299 52.362948)";"LINESTRING(52.36368 4.882561,52.363648 4.882577,52.363604 4.882686,52.363316 4.883046,52.362948 4.883299)";4.88293;52.363314;
870;870;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.892626 52.355977,4.892682 52.355982,4.892744 52.356028)";"LINESTRING(52.355977 4.892626,52.355982 4.892682,52.356028 4.892744)";4.892685;52.3560025;
871;871;"ruim";"goed";"druk";"goed";"druk";"uitstekend";"zeer rustig";"goed";"druk";"LINESTRING(4.933028 52.355059,4.933473 52.355322)";"LINESTRING(52.355059 4.933028,52.355322 4.933473)";4.9332505;52.3551905;
872;872;"krap";"goed";"rustig";"matig";"druk";"slecht";"zeer druk";"goed";"zeer rustig";"LINESTRING(4.882545 52.379785,4.882623 52.379611,4.882603 52.37958,4.88265 52.379549,4.882755 52.379291,4.882742 52.379276,4.88282 52.379133,4.882797 52.379075)";"LINESTRING(52.379785 4.882545,52.379611 4.882623,52.37958 4.882603,52.379549 4.88265,52.379291 4.882755,52.379276 4.882742,52.379133 4.88282,52.379075 4.882797)";4.8826825;52.37943;
873;873;"ruim";"goed";"rustig";"goed";"druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"LINESTRING(4.890288 52.344374,4.890433 52.344403)";"LINESTRING(52.344374 4.890288,52.344403 4.890433)";4.8903605;52.3443885;
874;874;"ruim";"goed";"rustig";"goed";"druk";"goed";"druk";"goed";"rustig";"LINESTRING(4.912467 52.359325,4.912259 52.359655)";"LINESTRING(52.359325 4.912467,52.359655 4.912259)";4.912363;52.35949;
875;875;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.8984 52.377777,4.898567 52.377626)";"LINESTRING(52.377777 4.8984,52.377626 4.898567)";4.8984835;52.3777015;
876;876;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.888179 52.368748,4.888256 52.368668,4.888606 52.368405,4.88868 52.36839)";"LINESTRING(52.368748 4.888179,52.368668 4.888256,52.368405 4.888606,52.36839 4.88868)";4.8884295;52.368569;
877;877;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"uitstekend";"rustig";"LINESTRING(4.908196 52.366781,4.908169 52.366775)";"LINESTRING(52.366781 4.908196,52.366775 4.908169)";4.9081825;52.366778;
878;878;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"goed";"druk";"goed";"druk";"LINESTRING(4.878602 52.378268,4.878332 52.378338)";"LINESTRING(52.378268 4.878602,52.378338 4.878332)";4.878467;52.378303;
879;879;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.900956 52.374102,4.900971 52.374137,4.901047 52.374174)";"LINESTRING(52.374102 4.900956,52.374137 4.900971,52.374174 4.901047)";4.9010015;52.374138;
