OBJECTNUMMER;Straatvaknummer;Loopruimte;Walkability_algemeen;Drukte_algemeen;Walkability_recreatief;Drukte_recreatief;Walkability_toeristisch;Drukte_toeristisch;Walkability_werkgerelateerd;Drukte_werkgerelateerd;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
880;880;"ruim";"matig";"druk";"matig";"druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.896871 52.380645,4.896257 52.380034,4.896235 52.379945,4.896267 52.379884)";"LINESTRING(52.380645 4.896871,52.380034 4.896257,52.379945 4.896235,52.379884 4.896267)";4.896553;52.3802645;
881;881;"ruim";"matig";"zeer druk";"goed";"rustig";"matig";"druk";"matig";"zeer druk";"LINESTRING(4.905553 52.364892,4.905529 52.36492)";"LINESTRING(52.364892 4.905553,52.36492 4.905529)";4.905541;52.364906;
882;882;"ruim";"matig";"zeer druk";"goed";"rustig";"goed";"rustig";"matig";"zeer druk";"LINESTRING(4.881054 52.354324,4.880799 52.354689)";"LINESTRING(52.354324 4.881054,52.354689 4.880799)";4.8809265;52.3545065;
883;883;"ruim";"goed";"rustig";"matig";"druk";"matig";"zeer druk";"goed";"rustig";"LINESTRING(4.908686 52.377594,4.908707 52.377574,4.909112 52.37752,4.909134 52.377499,4.909316 52.37747,4.909771 52.377415,4.909821 52.377421)";"LINESTRING(52.377594 4.908686,52.377574 4.908707,52.37752 4.909112,52.377499 4.909134,52.37747 4.909316,52.377415 4.909771,52.377421 4.909821)";4.9092535;52.3775045;
884;884;"ruim";"goed";"rustig";"goed";"rustig";"goed";"druk";"goed";"rustig";"LINESTRING(4.881509 52.359902,4.881509 52.359902)";"LINESTRING(52.359902 4.881509,52.359902 4.881509)";4.881509;52.359902;
885;885;"zeer ruim";"goed";"druk";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"LINESTRING(4.89916 52.380416,4.89921 52.380522)";"LINESTRING(52.380416 4.89916,52.380522 4.89921)";4.899185;52.380469;
886;886;"ruim";"goed";"rustig";"goed";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.922954 52.366578,4.922904 52.366484,4.922912 52.366465,4.92286 52.366422,4.92282 52.366256)";"LINESTRING(52.366578 4.922954,52.366484 4.922904,52.366465 4.922912,52.366422 4.92286,52.366256 4.92282)";4.922887;52.366417;
887;887;"ruim";"goed";"rustig";"goed";"rustig";"goed";"rustig";"matig";"druk";"LINESTRING(4.907256 52.356207,4.90733 52.356205,4.907369 52.35623,4.907772 52.356324,4.907841 52.356321,4.908384 52.356441,4.908485 52.3565)";"LINESTRING(52.356207 4.907256,52.356205 4.90733,52.35623 4.907369,52.356324 4.907772,52.356321 4.907841,52.356441 4.908384,52.3565 4.908485)";4.9078705;52.3563525;
888;888;"zeer ruim";"goed";"druk";"uitstekend";"rustig";"goed";"druk";"matig";"zeer druk";"LINESTRING(4.906501 52.362764,4.906446 52.362774,4.906355 52.362744,4.906345 52.362723)";"LINESTRING(52.362764 4.906501,52.362774 4.906446,52.362744 4.906355,52.362723 4.906345)";4.906423;52.3627485;
889;889;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.896808 52.367001,4.896831 52.366839,4.896862 52.366823,4.896877 52.366736,4.896901 52.366724,4.897277 52.366734,4.897323 52.366754)";"LINESTRING(52.367001 4.896808,52.366839 4.896831,52.366823 4.896862,52.366736 4.896877,52.366724 4.896901,52.366734 4.897277,52.366754 4.897323)";4.8970655;52.3668625;
890;890;"ruim";"goed";"rustig";"goed";"druk";"goed";"rustig";"goed";"rustig";"LINESTRING(4.888764 52.356231,4.888704 52.356089,4.888671 52.355795)";"LINESTRING(52.356231 4.888764,52.356089 4.888704,52.355795 4.888671)";4.8887175;52.356013;
891;891;"zeer ruim";"uitstekend";"rustig";"uitstekend";"zeer rustig";"uitstekend";"rustig";"goed";"druk";"LINESTRING(4.885124 52.355628,4.886209 52.355648)";"LINESTRING(52.355628 4.885124,52.355648 4.886209)";4.8856665;52.355638;
892;892;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.882536 52.371722,4.882535 52.371722)";"LINESTRING(52.371722 4.882536,52.371722 4.882535)";4.8825355;52.371722;
893;893;"ruim";"matig";"druk";"matig";"zeer druk";"matig";"druk";"matig";"druk";"LINESTRING(4.879489 52.389143,4.878767 52.390059,4.878729 52.39008,4.878589 52.390256,4.878584 52.390287,4.878355 52.390573)";"LINESTRING(52.389143 4.879489,52.390059 4.878767,52.39008 4.878729,52.390256 4.878589,52.390287 4.878584,52.390573 4.878355)";4.878922;52.389858;
894;894;"zeer krap";"slecht";"druk";"slecht";"zeer druk";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.858692 52.374806,4.858713 52.374753,4.858759 52.374754)";"LINESTRING(52.374806 4.858692,52.374753 4.858713,52.374754 4.858759)";4.8587255;52.3747795;
895;895;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"goed";"druk";"goed";"druk";"LINESTRING(4.873149 52.340059,4.873203 52.340063)";"LINESTRING(52.340059 4.873149,52.340063 4.873203)";4.873176;52.340061;
896;896;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.886165 52.381635,4.886394 52.381776,4.886412 52.381805)";"LINESTRING(52.381635 4.886165,52.381776 4.886394,52.381805 4.886412)";4.8862885;52.38172;
897;897;"ruim";"goed";"rustig";"goed";"druk";"matig";"zeer druk";"goed";"druk";"LINESTRING(4.880924 52.381172,4.881184 52.381584)";"LINESTRING(52.381172 4.880924,52.381584 4.881184)";4.881054;52.381378;
898;898;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.924907 52.365844,4.925071 52.365733)";"LINESTRING(52.365844 4.924907,52.365733 4.925071)";4.924989;52.3657885;
899;899;"ruim";"goed";"druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"matig";"zeer druk";"LINESTRING(4.922425 52.36493,4.922527 52.364993,4.922563 52.364993,4.922737 52.3651,4.922735 52.365233)";"LINESTRING(52.36493 4.922425,52.364993 4.922527,52.364993 4.922563,52.3651 4.922737,52.365233 4.922735)";4.922581;52.3650815;
900;900;"ruim";"goed";"druk";"goed";"druk";"goed";"druk";"goed";"druk";"LINESTRING(4.910151 52.368038,4.910036 52.367954,4.909608 52.367475,4.909523 52.367413)";"LINESTRING(52.368038 4.910151,52.367954 4.910036,52.367475 4.909608,52.367413 4.909523)";4.909837;52.3677255;
901;901;"ruim";"goed";"druk";"goed";"druk";"goed";"druk";"matig";"zeer druk";"LINESTRING(4.88776 52.370251,4.887889 52.37083,4.887942 52.371125,4.887931 52.371181)";"LINESTRING(52.370251 4.88776,52.37083 4.887889,52.371125 4.887942,52.371181 4.887931)";4.887851;52.370716;
902;902;"ruim";"goed";"rustig";"goed";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.884491 52.341202,4.884178 52.341201,4.884027 52.341216)";"LINESTRING(52.341202 4.884491,52.341201 4.884178,52.341216 4.884027)";4.884259;52.3412085;
903;903;"ruim";"uitstekend";"zeer rustig";"goed";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.910256 52.368116,4.910722 52.368552,4.910757 52.368637,4.910995 52.368744,4.91108 52.368741)";"LINESTRING(52.368116 4.910256,52.368552 4.910722,52.368637 4.910757,52.368744 4.910995,52.368741 4.91108)";4.910668;52.36843;
904;904;"krap";"matig";"druk";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.898493 52.37282,4.898711 52.373025)";"LINESTRING(52.37282 4.898493,52.373025 4.898711)";4.898602;52.3729225;
905;905;"zeer ruim";"goed";"druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.886228 52.379482,4.886261 52.379455,4.886335 52.379459,4.886352 52.379421,4.886403 52.379385)";"LINESTRING(52.379482 4.886228,52.379455 4.886261,52.379459 4.886335,52.379421 4.886352,52.379385 4.886403)";4.8863155;52.3794335;
906;906;"zeer ruim";"goed";"druk";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"LINESTRING(4.882796 52.363888,4.882873 52.363976,4.883112 52.364136)";"LINESTRING(52.363888 4.882796,52.363976 4.882873,52.364136 4.883112)";4.882954;52.364012;
907;907;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.917543 52.357766,4.91773 52.357512)";"LINESTRING(52.357766 4.917543,52.357512 4.91773)";4.9176365;52.357639;
908;908;"ruim";"goed";"rustig";"goed";"rustig";"goed";"druk";"goed";"rustig";"LINESTRING(4.906089 52.358884,4.90609 52.358887)";"LINESTRING(52.358884 4.906089,52.358887 4.90609)";4.9060895;52.3588855;
909;909;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.921937 52.360685,4.921934 52.360662)";"LINESTRING(52.360685 4.921937,52.360662 4.921934)";4.9219355;52.3606735;
910;910;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.90479 52.356938,4.904857 52.356793)";"LINESTRING(52.356938 4.90479,52.356793 4.904857)";4.9048235;52.3568655;
911;911;"ruim";"matig";"druk";"matig";"druk";"goed";"rustig";"matig";"druk";"LINESTRING(4.88243 52.370433,4.882475 52.370963)";"LINESTRING(52.370433 4.88243,52.370963 4.882475)";4.8824525;52.370698;
912;912;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.908444 52.366952,4.908467 52.36694)";"LINESTRING(52.366952 4.908444,52.36694 4.908467)";4.9084555;52.366946;
913;913;"ruim";"matig";"zeer druk";"matig";"zeer druk";"goed";"rustig";"goed";"rustig";"LINESTRING(4.877302 52.360096,4.877307 52.360078)";"LINESTRING(52.360096 4.877302,52.360078 4.877307)";4.8773045;52.360087;
914;914;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.905498 52.364951,4.905443 52.364958,4.905327 52.364937,4.902904 52.364471,4.902775 52.364435)";"LINESTRING(52.364951 4.905498,52.364958 4.905443,52.364937 4.905327,52.364471 4.902904,52.364435 4.902775)";4.9041365;52.3646965;
915;915;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.896336 52.375784,4.896405 52.375816,4.896632 52.375997,4.896672 52.376006,4.896789 52.376088,4.896787 52.376106,4.89693 52.376211)";"LINESTRING(52.375784 4.896336,52.375816 4.896405,52.375997 4.896632,52.376006 4.896672,52.376088 4.896789,52.376106 4.896787,52.376211 4.89693)";4.896633;52.3759975;
916;916;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"matig";"rustig";"matig";"rustig";"LINESTRING(4.8784 52.368811,4.878446 52.368806)";"LINESTRING(52.368811 4.8784,52.368806 4.878446)";4.878423;52.3688085;
917;917;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.923768 52.366506,4.923582 52.366373)";"LINESTRING(52.366506 4.923768,52.366373 4.923582)";4.923675;52.3664395;
918;918;"krap";"matig";"rustig";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.906732 52.359943,4.906838 52.360019)";"LINESTRING(52.359943 4.906732,52.360019 4.906838)";4.906785;52.359981;
919;919;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"zeer rustig";"uitstekend";"rustig";"LINESTRING(4.926769 52.365633,4.927031 52.365527)";"LINESTRING(52.365633 4.926769,52.365527 4.927031)";4.9269;52.36558;
920;920;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.879826 52.369788,4.880101 52.369884,4.880141 52.369895,4.880163 52.369885)";"LINESTRING(52.369788 4.879826,52.369884 4.880101,52.369895 4.880141,52.369885 4.880163)";4.8799945;52.3698415;
921;921;"ruim";"goed";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"matig";"druk";"LINESTRING(4.921968 52.366946,4.922871 52.366614)";"LINESTRING(52.366946 4.921968,52.366614 4.922871)";4.9224195;52.36678;
922;922;"krap";"goed";"rustig";"goed";"rustig";"goed";"zeer rustig";"matig";"druk";"LINESTRING(4.920978 52.364507,4.921947 52.363907)";"LINESTRING(52.364507 4.920978,52.363907 4.921947)";4.9214625;52.364207;
923;923;"ruim";"goed";"rustig";"goed";"rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.890603 52.358237,4.890635 52.35875)";"LINESTRING(52.358237 4.890603,52.35875 4.890635)";4.890619;52.3584935;
924;924;"krap";"matig";"druk";"matig";"druk";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.874943 52.386373,4.874945 52.38643)";"LINESTRING(52.386373 4.874943,52.38643 4.874945)";4.874944;52.3864015;
925;925;"ruim";"goed";"rustig";"goed";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.909252 52.359788,4.909231 52.359823)";"LINESTRING(52.359788 4.909252,52.359823 4.909231)";4.9092415;52.3598055;
926;926;"ruim";"goed";"rustig";"goed";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.896277 52.372374,4.896452 52.372518)";"LINESTRING(52.372374 4.896277,52.372518 4.896452)";4.8963645;52.372446;
927;927;"zeer krap";"slecht";"zeer druk";"slecht";"druk";"slecht";"druk";"slecht";"zeer druk";"LINESTRING(4.88417 52.367164,4.884425 52.366902)";"LINESTRING(52.367164 4.88417,52.366902 4.884425)";4.8842975;52.367033;
928;928;"krap";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"LINESTRING(4.90661 52.364445,4.906388 52.364392)";"LINESTRING(52.364445 4.90661,52.364392 4.906388)";4.906499;52.3644185;
929;929;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"goed";"rustig";"LINESTRING(4.876011 52.368377,4.876018 52.368409)";"LINESTRING(52.368377 4.876011,52.368409 4.876018)";4.8760145;52.368393;
930;930;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"rustig";"goed";"zeer rustig";"LINESTRING(4.880057 52.376614,4.880033 52.376588,4.879968 52.376572,4.8785 52.37626,4.878474 52.376268)";"LINESTRING(52.376614 4.880057,52.376588 4.880033,52.376572 4.879968,52.37626 4.8785,52.376268 4.878474)";4.8792655;52.376437;
931;931;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"uitstekend";"zeer rustig";"LINESTRING(4.853733 52.35802,4.853762 52.358038)";"LINESTRING(52.35802 4.853733,52.358038 4.853762)";4.8537475;52.358029;
932;932;"krap";"matig";"druk";"slecht";"zeer druk";"slecht";"zeer druk";"goed";"rustig";"LINESTRING(4.912545 52.359495,4.912548 52.359436,4.912613 52.359369)";"LINESTRING(52.359495 4.912545,52.359436 4.912548,52.359369 4.912613)";4.912579;52.359432;
933;933;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.899666 52.376216,4.900136 52.375854,4.900176 52.37585)";"LINESTRING(52.376216 4.899666,52.375854 4.900136,52.37585 4.900176)";4.899921;52.376033;
934;934;"krap";"matig";"druk";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.885057 52.352453,4.885 52.35244,4.884446 52.352482,4.884055 52.352532,4.883855 52.352573,4.883588 52.352645,4.883275 52.352815)";"LINESTRING(52.352453 4.885057,52.35244 4.885,52.352482 4.884446,52.352532 4.884055,52.352573 4.883855,52.352645 4.883588,52.352815 4.883275)";4.884166;52.3526275;
935;935;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"goed";"rustig";"LINESTRING(4.866205 52.36806,4.866259 52.368075)";"LINESTRING(52.36806 4.866205,52.368075 4.866259)";4.866232;52.3680675;
936;936;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.896055 52.376348,4.895649 52.376082)";"LINESTRING(52.376348 4.896055,52.376082 4.895649)";4.895852;52.376215;
937;937;"ruim";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.876579 52.369354,4.876631 52.369439)";"LINESTRING(52.369354 4.876579,52.369439 4.876631)";4.876605;52.3693965;
938;938;"ruim";"goed";"rustig";"goed";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.917164 52.369381,4.917366 52.369313,4.917438 52.36931,4.917512 52.36926,4.918129 52.369037,4.918196 52.369025)";"LINESTRING(52.369381 4.917164,52.369313 4.917366,52.36931 4.917438,52.36926 4.917512,52.369037 4.918129,52.369025 4.918196)";4.91768;52.369203;
939;939;"krap";"matig";"druk";"goed";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.885706 52.380488,4.884282 52.380275)";"LINESTRING(52.380488 4.885706,52.380275 4.884282)";4.884994;52.3803815;
940;940;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.899512 52.360558,4.899494 52.360686)";"LINESTRING(52.360558 4.899512,52.360686 4.899494)";4.899503;52.360622;
941;941;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.855738 52.381666,4.85573 52.381451)";"LINESTRING(52.381666 4.855738,52.381451 4.85573)";4.855734;52.3815585;
942;942;"zeer krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.883633 52.382144,4.88364 52.382127,4.883583 52.38211,4.883574 52.382085,4.883602 52.382065,4.883655 52.382069,4.88367 52.38205)";"LINESTRING(52.382144 4.883633,52.382127 4.88364,52.38211 4.883583,52.382085 4.883574,52.382065 4.883602,52.382069 4.883655,52.38205 4.88367)";4.883622;52.382097;
943;943;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.878159 52.376283,4.878358 52.376241)";"LINESTRING(52.376283 4.878159,52.376241 4.878358)";4.8782585;52.376262;
944;944;"ruim";"goed";"druk";"goed";"druk";"goed";"druk";"matig";"zeer druk";"LINESTRING(4.88795 52.371229,4.888006 52.371456)";"LINESTRING(52.371229 4.88795,52.371456 4.888006)";4.887978;52.3713425;
945;945;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.884613 52.34237,4.885075 52.342345,4.884912 52.341007,4.884939 52.340985)";"LINESTRING(52.34237 4.884613,52.342345 4.885075,52.341007 4.884912,52.340985 4.884939)";4.884844;52.3416775;
946;946;"krap";"matig";"druk";"matig";"rustig";"matig";"rustig";"slecht";"zeer druk";"LINESTRING(4.881839 52.370847,4.881274 52.370682,4.881275 52.370667,4.881112 52.370633,4.880531 52.370461,4.880533 52.370448,4.880286 52.370374,4.880169 52.370354)";"LINESTRING(52.370847 4.881839,52.370682 4.881274,52.370667 4.881275,52.370633 4.881112,52.370461 4.880531,52.370448 4.880533,52.370374 4.880286,52.370354 4.880169)";4.881004;52.3706005;
947;947;"zeer ruim";"goed";"druk";"goed";"zeer druk";"goed";"zeer druk";"uitstekend";"rustig";"LINESTRING(4.885905 52.360147,4.885925 52.360161,4.885919 52.360199,4.88584 52.360277)";"LINESTRING(52.360147 4.885905,52.360161 4.885925,52.360199 4.885919,52.360277 4.88584)";4.8858825;52.360212;
948;948;"ruim";"matig";"zeer druk";"goed";"druk";"uitstekend";"zeer rustig";"matig";"zeer druk";"LINESTRING(4.870733 52.38644,4.870777 52.386486,4.870817 52.386486,4.870835 52.38645,4.870797 52.386425)";"LINESTRING(52.38644 4.870733,52.386486 4.870777,52.386486 4.870817,52.38645 4.870835,52.386425 4.870797)";4.870784;52.3864555;
949;949;"ruim";"matig";"druk";"matig";"druk";"matig";"zeer druk";"goed";"rustig";"LINESTRING(4.851216 52.369292,4.851128 52.369336)";"LINESTRING(52.369292 4.851216,52.369336 4.851128)";4.851172;52.369314;
950;950;"ruim";"matig";"druk";"matig";"druk";"matig";"zeer druk";"matig";"druk";"LINESTRING(4.89294 52.377436,4.89356 52.378023,4.89367 52.378058)";"LINESTRING(52.377436 4.89294,52.378023 4.89356,52.378058 4.89367)";4.893305;52.377747;
951;951;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.893196 52.369357,4.892675 52.369272)";"LINESTRING(52.369357 4.893196,52.369272 4.892675)";4.8929355;52.3693145;
952;952;"ruim";"matig";"zeer druk";"goed";"rustig";"goed";"druk";"matig";"zeer druk";"LINESTRING(4.894711 52.368755,4.894869 52.368759,4.895038 52.368795)";"LINESTRING(52.368755 4.894711,52.368759 4.894869,52.368795 4.895038)";4.8948745;52.368775;
953;953;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.856292 52.352683,4.856113 52.353205)";"LINESTRING(52.352683 4.856292,52.353205 4.856113)";4.8562025;52.352944;
954;954;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.917844 52.368504,4.917843 52.368504)";"LINESTRING(52.368504 4.917844,52.368504 4.917843)";4.9178435;52.368504;
955;955;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"uitstekend";"zeer rustig";"LINESTRING(4.881626 52.369982,4.882206 52.370173,4.882246 52.370158,4.882233 52.370133)";"LINESTRING(52.369982 4.881626,52.370173 4.882206,52.370158 4.882246,52.370133 4.882233)";4.881936;52.3700775;
956;956;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.889404 52.369767,4.889486 52.369865,4.889784 52.370388)";"LINESTRING(52.369767 4.889404,52.369865 4.889486,52.370388 4.889784)";4.889594;52.3700775;
957;957;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.883137 52.364377,4.883171 52.364375,4.883598 52.364578,4.883675 52.364591)";"LINESTRING(52.364377 4.883137,52.364375 4.883171,52.364578 4.883598,52.364591 4.883675)";4.883406;52.364483;
